category,size_mb,installs,price,content_rating,reviews,update_days,num_screenshots,has_ads,is_free,rating
Entertainment,1.72,5000000,0.0,Mature 17+,15221,421,3,0,1,4.3
Business,51.49,1000,0.99,Adults only 18+,3068,673,7,1,0,4.0
Shopping,99.28,100000,0.0,Teen,10,149,7,1,1,4.1
News & Magazines,124.12,5000,0.0,Everyone,13157,88,2,0,1,4.5
Shopping,14.05,500000,0.0,Teen,2052,506,2,0,1,3.8
Shopping,141.31,500000,0.99,Teen,37758,168,2,1,0,4.2
Dating,109.16,50000,9.99,Everyone,11128,189,8,0,0,3.7
Business,105.63,50000000,9.99,Adults only 18+,22738,114,3,1,0,4.6
House & Home,59.12,1000,2.99,Everyone,19655,13,5,0,0,4.1
Libraries & Demo,119.37,50000,0.0,Everyone 10+,9792,678,2,0,1,4.1
Art & Design,6.47,50000,0.0,Teen,6923,157,1,0,1,4.0
Libraries & Demo,13.88,1000,0.0,Everyone 10+,8241,181,1,0,1,4.0
Beauty,147.04,10000000,0.0,Everyone,19494,320,2,0,1,4.4
Video Players,65.06,5000,9.99,Everyone,12275,292,2,0,0,4.1
Food & Drink,70.05,500,1.99,Adults only 18+,2764,616,2,1,0,3.8
Libraries & Demo,42.47,100,9.99,Teen,11279,623,7,1,0,4.1
News & Magazines,89.68,500,2.99,Mature 17+,6224,660,1,0,0,4.2
Auto & Vehicles,11.35,100000,0.0,Everyone,759,477,4,0,1,4.4
Social,60.77,5000000,0.0,Mature 17+,5761,651,5,1,1,4.0
Shopping,105.9,10000,0.99,Teen,3099,433,4,1,0,3.8
Productivity,93.66,1000000,0.0,Everyone 10+,21885,169,1,1,1,4.2
Events,199.93,1000,0.0,Teen,1331,402,1,0,1,4.0
Dating,78.36,500,0.99,Adults only 18+,5367,158,3,0,0,4.1
Dating,78.01,5000,0.0,Mature 17+,14269,384,4,1,1,3.7
Game,101.21,500,4.99,Mature 17+,27322,398,2,0,0,3.9
Communication,38.87,10000000,0.99,Everyone 10+,4901,56,6,1,0,4.6
News & Magazines,175.38,100000,2.99,Everyone 10+,11190,73,7,0,0,4.7
Dating,114.88,5000000,1.99,Everyone,5614,473,2,1,0,3.8
News & Magazines,39.23,50000,2.99,Teen,2721,180,1,0,0,4.0
Music & Audio,158.89,500000,2.99,Adults only 18+,4729,603,3,1,0,4.0
Dating,7.83,10000,0.0,Everyone,12124,194,4,1,1,4.1
Video Players,196.53,500,9.99,Teen,15120,707,3,0,0,3.4
Tools,173.16,5000,2.99,Everyone 10+,5556,384,5,1,0,4.4
Education,116.35,100,1.99,Adults only 18+,1986,229,3,1,0,3.8
House & Home,23.15,500,0.0,Everyone 10+,1804,675,5,1,1,3.8
Travel & Local,43.84,5000,9.99,Everyone 10+,20095,603,7,1,0,3.7
Shopping,56.61,50000,0.0,Mature 17+,12711,723,4,0,1,4.5
Entertainment,48.97,5000,0.0,Teen,15625,266,8,1,1,4.1
Tools,100.01,5000,0.0,Everyone,8039,639,2,0,1,4.2
Libraries & Demo,188.97,10000000,0.99,Mature 17+,7335,71,5,1,0,4.5
Music & Audio,89.39,5000000,0.0,Teen,2846,91,2,1,1,4.1
Parenting,132.65,5000000,0.99,Teen,2212,606,7,0,0,4.0
Communication,138.03,500,4.99,Teen,2006,76,7,1,0,4.1
Personalization,174.44,1000000,0.0,Adults only 18+,57627,616,3,0,1,3.8
Tools,7.73,50000000,0.0,Mature 17+,20637,445,3,1,1,4.6
Libraries & Demo,81.46,5000000,1.99,Everyone,11806,197,8,1,0,4.3
Sports,157.16,500000,4.99,Mature 17+,2896,184,7,1,0,4.0
Video Players,163.16,500000,0.0,Everyone 10+,4944,77,4,1,1,4.1
Health & Fitness,185.54,10000,0.0,Teen,5184,448,2,0,1,4.2
Game,140.86,1000,9.99,Everyone 10+,7794,297,4,1,0,3.7
Education,49.79,50000,2.99,Mature 17+,6578,388,8,1,0,4.7
Social,101.63,1000000,0.0,Everyone,32645,322,5,1,1,3.9
Photography,7.44,500000,0.0,Everyone 10+,15310,421,3,1,1,4.0
Food & Drink,129.74,100000,0.0,Everyone 10+,1019,546,3,0,1,4.1
Shopping,111.3,10000000,9.99,Adults only 18+,5355,634,3,1,0,4.3
Tools,133.7,500000,2.99,Mature 17+,1712,306,6,0,0,4.1
Sports,186.1,5000,0.0,Everyone 10+,3931,346,3,1,1,3.8
Sports,137.77,50000,1.99,Mature 17+,38299,715,7,0,0,4.2
Dating,64.77,10000,0.0,Everyone,14660,641,3,1,1,4.0
Personalization,40.55,50000000,0.0,Everyone 10+,95,725,5,0,1,4.3
Tools,171.07,500,0.0,Everyone,4785,650,8,1,1,3.6
Business,39.67,500000,0.0,Everyone 10+,6930,261,5,0,1,4.6
Communication,33.16,1000,0.0,Teen,11071,346,7,0,1,4.2
Social,42.12,10000,0.0,Adults only 18+,8311,684,4,1,1,3.5
Auto & Vehicles,102.26,500000,9.99,Adults only 18+,868,659,1,1,0,4.0
Productivity,25.71,10000000,9.99,Adults only 18+,8697,149,3,1,0,3.9
Education,187.69,1000000,1.99,Everyone,1675,418,3,0,0,3.9
Social,193.28,1000000,0.99,Mature 17+,8788,29,1,0,0,4.4
Art & Design,194.79,10000,2.99,Adults only 18+,3389,614,8,1,0,3.5
Personalization,8.79,500,0.0,Everyone 10+,1869,463,4,0,1,3.9
Entertainment,189.29,100000,0.0,Everyone 10+,4075,561,5,1,1,3.8
Productivity,199.49,10000000,0.0,Teen,1259,189,3,0,1,4.3
Beauty,188.54,10000000,0.0,Everyone,4009,65,4,1,1,4.1
Comics,134.52,100000,9.99,Everyone 10+,24203,459,1,0,0,3.9
Comics,140.54,50000000,0.0,Everyone 10+,4404,676,5,1,1,4.3
Auto & Vehicles,25.33,500000,0.0,Teen,7624,224,5,0,1,4.7
Maps & Navigation,174.99,500000,0.0,Teen,8803,476,4,1,1,3.9
Personalization,12.87,10000,2.99,Mature 17+,2356,326,2,0,0,4.2
Auto & Vehicles,64.23,100,2.99,Mature 17+,6996,519,2,1,0,4.5
Finance,198.24,10000000,0.99,Mature 17+,23006,573,6,0,0,4.3
Parenting,85.04,5000,0.0,Everyone 10+,1007,192,6,1,1,4.1
Music & Audio,27.1,5000,1.99,Teen,30739,88,2,1,0,4.2
Photography,193.89,10000000,0.0,Everyone,24586,458,7,0,1,4.5
Music & Audio,196.84,1000,0.99,Mature 17+,23241,158,1,1,0,4.0
Art & Design,38.22,500000,0.0,Adults only 18+,2656,273,2,0,1,3.9
Art & Design,173.1,1000,9.99,Everyone 10+,7947,332,4,1,0,4.0
Lifestyle,78.69,10000,0.0,Everyone,11490,282,5,0,1,4.2
Art & Design,76.89,500,9.99,Everyone 10+,1264,657,4,1,0,3.4
Travel & Local,53.28,50000,1.99,Mature 17+,9766,163,8,0,0,4.1
Beauty,9.9,50000,0.0,Everyone 10+,21994,174,4,1,1,4.0
Events,54.33,500000,1.99,Mature 17+,33091,108,3,1,0,4.7
Photography,11.7,500000,0.99,Everyone 10+,3914,301,8,0,0,4.2
Parenting,184.95,100,0.99,Mature 17+,4089,331,1,0,0,3.8
Shopping,132.68,10000,0.0,Teen,3789,144,5,1,1,4.4
Food & Drink,177.44,500,9.99,Teen,1999,58,3,1,0,4.1
Art & Design,143.74,5000000,2.99,Teen,6760,298,7,0,0,4.2
Photography,27.13,50000000,0.0,Teen,18416,188,1,0,1,4.3
Entertainment,188.18,10000,0.0,Teen,14941,440,5,0,1,4.6
Photography,180.08,5000000,0.0,Adults only 18+,27669,488,8,1,1,4.5
Sports,70.27,50000000,0.0,Everyone 10+,5276,390,8,0,1,4.4
Libraries & Demo,23.2,1000000,1.99,Teen,10190,20,3,0,0,4.8
Libraries & Demo,141.13,5000,0.0,Adults only 18+,17457,212,6,0,1,4.3
Lifestyle,145.94,500000,9.99,Adults only 18+,27414,536,8,1,0,4.0
House & Home,179.47,100,0.0,Everyone 10+,24646,603,8,0,1,3.9
Libraries & Demo,11.48,500000,0.99,Everyone 10+,7517,728,2,0,0,3.8
House & Home,29.2,50000,9.99,Mature 17+,28484,564,4,0,0,4.3
Events,120.05,500000,9.99,Mature 17+,7045,650,6,0,0,3.3
Art & Design,124.21,50000,0.0,Teen,27976,665,2,1,1,3.7
House & Home,7.69,10000000,4.99,Everyone,18005,220,5,1,0,4.4
Shopping,79.99,1000,4.99,Mature 17+,3007,173,6,0,0,4.5
Books & Reference,117.25,50000000,0.0,Everyone,31854,1,6,0,1,4.9
Business,147.84,10000000,1.99,Mature 17+,3332,468,3,1,0,4.4
Food & Drink,63.91,500000,0.0,Adults only 18+,28687,25,3,1,1,4.4
Entertainment,97.3,10000,0.0,Adults only 18+,11458,204,3,1,1,4.7
Events,163.0,50000000,0.0,Adults only 18+,13209,201,4,1,1,4.0
Maps & Navigation,190.83,5000000,0.0,Everyone,1389,191,3,1,1,4.0
Personalization,46.83,10000,0.0,Teen,816,409,1,1,1,4.1
Communication,51.36,50000000,0.0,Mature 17+,41433,478,1,0,1,4.5
Beauty,188.02,100000,0.0,Mature 17+,4930,304,1,0,1,4.0
Finance,79.79,50000,0.0,Everyone,22323,578,8,0,1,4.5
Communication,143.95,1000000,2.99,Adults only 18+,14628,536,6,0,0,4.1
Shopping,122.84,100000,1.99,Teen,11120,82,2,1,0,4.0
Game,57.83,1000,1.99,Mature 17+,13870,603,5,0,0,4.4
House & Home,131.06,10000000,9.99,Teen,1124,684,2,1,0,4.1
Auto & Vehicles,131.46,10000000,1.99,Teen,6380,547,6,1,0,4.3
Communication,118.9,50000000,0.0,Everyone 10+,11210,546,2,1,1,4.4
Weather,20.83,10000,1.99,Teen,24260,262,4,0,0,4.0
Books & Reference,199.04,1000000,0.99,Everyone 10+,15050,177,6,1,0,4.0
Music & Audio,80.68,10000000,0.0,Everyone,3497,656,2,0,1,4.4
Weather,128.01,5000000,0.0,Adults only 18+,50338,215,4,1,1,4.7
Sports,177.27,500,1.99,Everyone 10+,12361,141,7,0,0,4.5
Food & Drink,85.23,100,0.0,Teen,8349,268,1,1,1,3.9
Art & Design,155.01,10000000,0.0,Adults only 18+,18245,139,8,0,1,4.4
Travel & Local,194.39,500000,0.0,Teen,11077,47,8,1,1,4.5
Productivity,72.43,500000,0.99,Teen,14854,60,1,1,0,3.8
Libraries & Demo,81.65,500,0.0,Everyone 10+,11521,561,2,0,1,4.0
Medical,181.21,500000,0.99,Everyone,2364,564,2,1,0,4.3
Art & Design,32.77,10000,0.99,Teen,9406,61,8,0,0,4.3
Business,6.69,500,0.0,Everyone 10+,3994,726,7,0,1,4.3
Parenting,181.87,100000,1.99,Teen,10136,95,1,1,0,3.5
Photography,164.5,100000,4.99,Adults only 18+,1609,632,7,0,0,4.0
Books & Reference,194.54,1000,0.0,Everyone,3167,475,8,0,1,3.9
Maps & Navigation,12.59,100,0.0,Teen,19848,40,3,0,1,3.8
Libraries & Demo,32.08,10000000,0.0,Everyone,6236,346,8,1,1,4.2
Maps & Navigation,21.96,5000,0.0,Everyone,13442,327,1,1,1,4.1
Parenting,137.0,500,0.0,Adults only 18+,8266,437,7,0,1,4.1
Auto & Vehicles,121.6,5000,9.99,Adults only 18+,4999,406,3,0,0,4.1
News & Magazines,72.51,500000,0.0,Mature 17+,8203,211,1,1,1,4.4
Tools,12.43,500,9.99,Everyone,20165,38,5,1,0,4.3
Shopping,128.29,100,4.99,Teen,3969,468,8,0,0,4.0
News & Magazines,114.45,10000000,0.99,Adults only 18+,6567,317,8,1,0,4.4
Lifestyle,23.47,1000,0.0,Teen,2717,211,8,0,1,4.0
Libraries & Demo,181.87,5000000,0.99,Everyone,5191,83,4,0,0,4.0
Video Players,40.59,100000,0.0,Adults only 18+,25965,356,4,1,1,4.0
Education,148.96,50000000,2.99,Mature 17+,18486,630,5,0,0,4.5
Video Players,177.13,50000,0.99,Everyone,5613,539,3,0,0,4.3
Health & Fitness,116.32,50000,0.0,Teen,1704,209,2,1,1,4.7
Auto & Vehicles,50.12,100000,9.99,Mature 17+,6536,637,2,1,0,4.0
Health & Fitness,62.54,500000,0.0,Everyone,17726,276,4,1,1,4.1
Game,177.26,1000,1.99,Adults only 18+,537,492,2,0,0,3.7
Music & Audio,60.35,1000,1.99,Everyone,16414,298,3,1,0,4.2
Auto & Vehicles,149.49,5000000,0.0,Everyone 10+,13670,584,7,0,1,4.3
Medical,198.04,500000,0.0,Teen,802,58,8,0,1,4.5
Maps & Navigation,199.96,50000000,0.0,Adults only 18+,12115,296,2,0,1,4.7
Libraries & Demo,107.16,100000,0.0,Adults only 18+,4257,459,1,0,1,4.1
Books & Reference,165.48,5000000,0.0,Everyone 10+,2342,631,5,1,1,4.1
Finance,198.06,10000,0.0,Mature 17+,5831,396,4,1,1,3.9
Tools,75.56,5000,0.0,Adults only 18+,2759,374,7,0,1,4.6
Communication,51.23,50000,0.0,Mature 17+,20885,62,2,0,1,4.1
Health & Fitness,23.73,1000000,0.0,Mature 17+,16258,446,7,1,1,4.5
Finance,29.04,50000,0.0,Mature 17+,47405,87,8,0,1,4.5
Business,170.86,500000,0.0,Everyone,9165,611,3,0,1,4.1
Lifestyle,118.16,100,0.0,Everyone 10+,1121,399,2,0,1,3.7
Weather,174.87,50000000,0.0,Teen,5502,124,7,0,1,4.9
Entertainment,158.1,50000,0.0,Everyone 10+,21889,519,8,0,1,4.3
Lifestyle,135.08,500,0.0,Adults only 18+,6067,646,5,1,1,3.7
Business,122.25,1000,0.0,Everyone 10+,7299,283,1,1,1,4.2
Education,10.62,50000,0.0,Teen,6372,514,6,1,1,4.4
Game,174.58,500,9.99,Everyone,3220,672,4,1,0,3.1
Maps & Navigation,84.15,5000,0.0,Adults only 18+,912,157,4,0,1,3.7
Education,112.4,50000,0.0,Everyone,2390,226,3,1,1,4.3
Tools,5.37,10000,0.0,Adults only 18+,5430,655,1,0,1,4.2
Health & Fitness,187.28,50000,0.0,Teen,3379,394,2,0,1,4.3
Productivity,180.65,50000,0.0,Everyone,10204,266,2,1,1,3.8
House & Home,109.11,500000,0.0,Teen,11420,266,6,1,1,4.6
Comics,115.89,1000000,0.0,Teen,10129,549,7,0,1,4.2
Tools,141.3,10000,0.0,Everyone 10+,1065,288,8,1,1,4.7
House & Home,53.67,50000,0.0,Adults only 18+,13190,292,6,0,1,4.4
Tools,45.16,50000,0.0,Mature 17+,5825,320,7,0,1,4.5
Books & Reference,135.13,50000,0.0,Mature 17+,25260,473,6,0,1,4.7
Maps & Navigation,21.78,500,0.0,Everyone,8949,399,3,1,1,4.1
Libraries & Demo,91.36,5000,2.99,Teen,1060,73,1,0,0,4.1
Events,99.06,100,0.0,Everyone 10+,111,528,3,1,1,3.8
Health & Fitness,76.89,50000000,0.0,Adults only 18+,14549,83,8,1,1,4.7
Beauty,37.87,100,1.99,Everyone,6140,174,5,1,0,4.1
Maps & Navigation,71.71,100,0.0,Teen,4076,428,5,0,1,4.1
Music & Audio,68.17,100000,0.0,Mature 17+,7113,588,2,0,1,4.2
Productivity,100.35,100,0.0,Mature 17+,902,291,5,0,1,4.3
Food & Drink,135.26,50000,0.0,Adults only 18+,5971,381,3,1,1,3.8
Books & Reference,193.68,500,0.0,Adults only 18+,4535,563,4,0,1,3.9
Health & Fitness,29.69,50000,1.99,Adults only 18+,19325,363,5,0,0,4.4
Game,174.73,50000,0.0,Everyone,2306,186,8,1,1,4.3
Sports,57.55,50000000,2.99,Adults only 18+,16943,5,7,0,0,4.6
Dating,118.68,10000000,0.0,Everyone,8327,262,3,0,1,4.0
Business,109.8,1000,0.0,Everyone 10+,1025,179,4,1,1,3.5
Business,111.83,500000,0.0,Teen,41951,142,7,0,1,4.9
Video Players,144.95,10000000,0.99,Mature 17+,15901,268,4,0,0,4.4
Education,76.96,5000,1.99,Everyone,3615,626,6,0,0,4.2
Weather,64.5,100000,4.99,Teen,10460,470,7,0,0,4.3
Game,170.71,5000,0.0,Adults only 18+,27623,692,6,0,1,4.3
Beauty,44.8,100,0.0,Mature 17+,32050,68,5,1,1,4.4
Travel & Local,36.87,50000,0.0,Everyone,15764,107,1,0,1,3.9
Finance,4.11,10000,0.99,Adults only 18+,15609,571,6,0,0,4.4
Tools,42.9,1000000,0.0,Teen,3898,437,5,0,1,3.9
Beauty,104.19,1000000,0.0,Everyone 10+,54980,31,5,0,1,4.8
Shopping,108.16,50000000,0.0,Teen,3348,547,1,0,1,4.2
Travel & Local,51.63,10000000,0.0,Everyone,1124,521,5,0,1,4.5
Education,15.38,500000,4.99,Everyone 10+,45467,621,3,1,0,4.5
Shopping,149.18,100000,0.0,Everyone 10+,1990,655,1,1,1,3.7
Auto & Vehicles,151.84,500,0.0,Adults only 18+,8848,42,3,1,1,4.1
Beauty,199.57,500000,0.0,Teen,7579,187,4,0,1,4.4
Books & Reference,180.11,1000,0.0,Everyone,22623,597,1,0,1,3.9
Productivity,185.29,50000,0.0,Everyone 10+,6063,713,4,0,1,3.9
Food & Drink,159.84,5000000,1.99,Adults only 18+,8370,301,6,1,0,4.3
Personalization,123.49,100000,4.99,Everyone 10+,537,261,2,1,0,4.2
Education,26.58,50000000,0.0,Teen,2796,490,7,1,1,4.2
Auto & Vehicles,124.84,50000,0.0,Mature 17+,21477,671,2,1,1,4.2
Video Players,12.14,10000,4.99,Everyone,7809,665,3,1,0,3.9
Auto & Vehicles,177.17,5000,0.0,Mature 17+,3151,696,4,0,1,4.2
Weather,96.88,500,0.0,Teen,5524,257,4,1,1,4.2
Maps & Navigation,139.8,1000000,0.0,Mature 17+,4027,67,1,1,1,4.3
Food & Drink,11.4,100000,0.0,Teen,9749,725,8,1,1,3.8
Business,107.32,100000,9.99,Teen,634,220,2,1,0,4.4
Entertainment,60.95,5000,0.0,Adults only 18+,3058,323,3,1,1,4.0
Productivity,57.71,10000,0.0,Mature 17+,5261,606,3,0,1,4.1
Travel & Local,78.54,50000,0.0,Everyone 10+,31609,59,1,0,1,4.6
Communication,1.13,50000000,1.99,Teen,11715,178,1,1,0,3.8
Comics,93.87,10000000,4.99,Mature 17+,8420,461,6,0,0,4.6
Beauty,97.83,50000000,4.99,Everyone 10+,2541,290,3,1,0,4.4
Food & Drink,172.76,500,0.0,Everyone,9793,112,1,0,1,3.9
Beauty,90.26,5000,0.0,Everyone 10+,31743,324,8,1,1,4.4
Shopping,73.35,5000,9.99,Mature 17+,10025,182,6,1,0,4.1
Photography,198.95,50000000,1.99,Mature 17+,2161,466,4,1,0,4.2
Comics,114.67,5000,0.0,Everyone 10+,70195,224,3,0,1,4.0
Finance,95.05,100000,0.0,Everyone 10+,8290,398,5,1,1,4.5
Auto & Vehicles,99.69,100000,0.0,Teen,4620,160,2,0,1,4.5
Events,162.03,100000,0.99,Mature 17+,8399,454,2,1,0,3.7
Shopping,68.79,100000,1.99,Teen,3673,363,5,1,0,3.9
Maps & Navigation,78.44,500,0.0,Teen,370,675,5,0,1,4.2
News & Magazines,151.42,10000,0.0,Everyone,26435,3,7,1,1,4.5
Parenting,15.52,5000000,2.99,Mature 17+,6722,593,8,0,0,4.2
Travel & Local,173.17,500,0.0,Teen,16775,691,4,1,1,4.0
Travel & Local,86.61,10000,0.99,Everyone,42592,360,8,0,0,4.3
Dating,116.68,50000000,0.0,Teen,12015,315,3,0,1,4.0
Education,151.74,50000,0.0,Teen,14117,606,1,1,1,4.1
Music & Audio,53.94,1000,0.0,Mature 17+,34427,729,2,1,1,4.1
Productivity,178.17,50000,0.0,Everyone 10+,8722,22,8,1,1,4.2
Medical,195.87,10000,0.99,Everyone 10+,4626,421,5,1,0,4.3
Business,99.36,5000,4.99,Mature 17+,30518,126,8,0,0,4.7
Events,187.45,5000000,0.0,Everyone 10+,858,405,7,0,1,4.5
House & Home,1.22,1000000,0.0,Adults only 18+,2899,655,3,0,1,4.4
Dating,178.95,10000000,9.99,Everyone 10+,5009,268,1,0,0,3.7
Medical,62.9,500000,2.99,Teen,18285,615,7,0,0,4.4
Personalization,62.99,50000000,0.0,Teen,28109,568,2,1,1,4.3
Social,46.39,100000,0.0,Everyone,7213,106,3,1,1,4.1
Weather,64.09,10000000,0.0,Mature 17+,4045,656,2,0,1,4.5
Shopping,43.48,100,4.99,Everyone,5229,545,4,1,0,3.8
Social,181.27,1000000,0.0,Teen,12824,629,7,0,1,4.4
Medical,179.91,1000000,0.0,Teen,2064,171,2,0,1,4.7
Tools,21.34,50000,0.0,Everyone,9514,305,8,1,1,4.2
Game,29.43,100000,0.0,Adults only 18+,10654,334,4,0,1,3.9
Medical,172.54,1000,0.0,Everyone 10+,14766,18,4,1,1,4.6
Medical,80.39,10000,0.0,Adults only 18+,11113,400,4,1,1,4.6
Game,34.69,100000,0.0,Adults only 18+,1224,168,1,0,1,4.0
Libraries & Demo,102.62,100,0.0,Adults only 18+,14008,335,6,0,1,4.4
Personalization,83.92,50000000,0.0,Adults only 18+,264,155,1,0,1,4.5
Communication,44.61,100,2.99,Everyone 10+,5938,630,4,1,0,3.4
Shopping,144.43,10000,0.0,Mature 17+,6476,376,3,0,1,4.6
Weather,126.63,1000000,0.0,Everyone,1488,81,6,0,1,4.3
Finance,20.83,100000,2.99,Adults only 18+,119,450,6,1,0,4.3
Dating,185.15,100,0.0,Adults only 18+,886,310,4,1,1,3.9
Business,112.14,50000000,0.0,Everyone,7094,680,7,1,1,4.4
Sports,50.79,10000,0.0,Everyone,3299,685,3,1,1,4.4
Business,42.05,500000,0.0,Mature 17+,858,355,2,1,1,4.2
Shopping,28.05,500000,1.99,Teen,3555,324,1,1,0,4.4
Business,85.5,50000000,1.99,Mature 17+,9030,228,3,0,0,4.6
Parenting,27.97,500,0.0,Teen,16264,191,6,1,1,4.1
House & Home,83.75,100000,0.0,Everyone 10+,6372,680,3,1,1,3.7
Food & Drink,30.61,5000000,9.99,Mature 17+,11397,297,8,0,0,4.9
Sports,131.7,10000,0.0,Everyone 10+,10899,189,3,1,1,4.2
Game,157.26,1000000,0.0,Everyone,27197,193,5,0,1,4.5
Personalization,110.36,1000,0.0,Mature 17+,2373,513,1,0,1,4.1
Game,136.33,100,0.0,Everyone,7765,9,5,0,1,4.3
Maps & Navigation,187.74,5000,0.99,Adults only 18+,11991,587,2,0,0,4.2
Travel & Local,128.04,100000,0.0,Everyone,8801,143,3,1,1,4.2
Shopping,73.47,100,0.0,Adults only 18+,7181,487,1,1,1,4.3
Libraries & Demo,90.45,500,0.0,Teen,43549,194,8,1,1,4.6
Food & Drink,172.24,10000,0.0,Adults only 18+,34171,522,8,1,1,4.1
Game,27.01,1000000,9.99,Teen,11344,433,8,1,0,4.0
Shopping,65.82,100,0.0,Adults only 18+,6949,139,6,0,1,4.0
Art & Design,115.88,50000000,2.99,Adults only 18+,16897,30,1,1,0,4.8
Auto & Vehicles,135.6,5000,2.99,Everyone 10+,8632,279,1,1,0,3.9
Comics,152.94,50000000,0.0,Everyone 10+,65031,42,3,1,1,4.7
Photography,64.32,1000,1.99,Everyone,13898,228,6,1,0,4.0
Maps & Navigation,30.03,10000,4.99,Everyone 10+,847,480,4,0,0,4.1
Social,191.01,10000,0.0,Teen,6168,417,7,0,1,4.3
Dating,16.2,5000000,1.99,Everyone 10+,15724,201,4,0,0,4.6
Sports,20.07,500,0.0,Everyone,22170,321,4,0,1,4.6
Entertainment,99.49,10000,9.99,Mature 17+,20143,722,5,0,0,3.7
Lifestyle,164.03,1000000,9.99,Teen,45392,690,3,0,0,4.4
Tools,155.13,10000,0.0,Mature 17+,8059,368,2,0,1,4.7
Comics,187.6,10000000,0.0,Teen,1811,598,8,1,1,4.1
Health & Fitness,29.18,5000000,9.99,Everyone,12675,560,5,1,0,4.7
Parenting,75.77,500,0.0,Everyone 10+,881,718,1,1,1,3.5
Comics,57.15,100000,1.99,Mature 17+,43578,326,4,0,0,4.5
Shopping,172.31,50000,2.99,Mature 17+,17052,310,1,1,0,4.0
Finance,98.18,100000,1.99,Everyone 10+,48308,703,5,1,0,3.6
Health & Fitness,6.34,500000,1.99,Everyone,5683,361,8,0,0,4.4
Parenting,141.88,5000000,2.99,Everyone 10+,191,528,6,1,0,4.2
Personalization,78.35,10000,0.0,Adults only 18+,8840,640,4,1,1,4.2
Communication,106.7,500,1.99,Adults only 18+,1550,303,3,0,0,4.0
Productivity,178.86,100000,0.99,Adults only 18+,13659,697,4,0,0,4.3
Food & Drink,52.09,100000,0.0,Mature 17+,8259,642,4,0,1,3.9
News & Magazines,48.81,500000,9.99,Mature 17+,16802,677,6,1,0,4.1
Entertainment,53.38,100000,2.99,Everyone,4128,605,4,0,0,3.9
Education,68.28,5000000,0.0,Teen,21205,279,8,1,1,4.2
House & Home,22.36,100000,2.99,Everyone 10+,12626,725,5,1,0,4.3
Auto & Vehicles,139.75,1000000,0.0,Teen,52787,653,4,1,1,4.3
Productivity,42.27,500000,0.0,Mature 17+,2360,627,6,1,1,4.0
Food & Drink,185.3,500,0.99,Everyone 10+,630,321,5,1,0,3.7
Beauty,43.92,500,0.99,Mature 17+,22850,477,8,1,0,3.7
Comics,51.87,100000,4.99,Everyone,4958,304,1,0,0,4.1
Medical,60.11,5000000,2.99,Everyone 10+,6772,519,3,1,0,4.4
Beauty,153.94,10000000,1.99,Mature 17+,31191,56,8,1,0,4.3
Maps & Navigation,86.09,5000000,0.0,Adults only 18+,6973,192,4,1,1,4.7
Education,164.05,1000,2.99,Adults only 18+,4246,22,5,0,0,4.0
Finance,157.19,100,2.99,Mature 17+,736,80,4,1,0,3.3
Business,185.97,1000000,0.0,Teen,7021,284,4,0,1,4.4
Beauty,151.56,1000,0.99,Everyone,12769,428,6,0,0,4.3
Events,11.33,100,0.0,Everyone,3763,103,4,0,1,4.4
Travel & Local,167.62,50000,4.99,Mature 17+,15181,729,2,1,0,3.5
Books & Reference,187.68,5000,0.0,Everyone,7807,142,3,1,1,4.1
Business,198.74,100,9.99,Everyone 10+,23432,597,3,0,0,4.0
Art & Design,25.93,5000,0.0,Everyone,2117,403,5,0,1,4.4
Social,123.04,500000,0.0,Adults only 18+,16980,589,1,0,1,3.6
Sports,40.69,10000000,0.0,Mature 17+,32357,590,1,0,1,4.4
Tools,53.24,100000,0.99,Everyone 10+,16230,162,1,1,0,4.2
Maps & Navigation,149.37,50000000,0.0,Everyone,6249,594,4,0,1,4.1
Finance,195.56,100,2.99,Adults only 18+,3143,216,6,1,0,4.0
Food & Drink,119.38,5000000,0.0,Teen,1243,478,5,0,1,4.1
Auto & Vehicles,170.27,50000000,0.0,Everyone,12339,563,7,0,1,4.7
Libraries & Demo,2.77,1000000,0.0,Adults only 18+,1850,676,4,1,1,4.4
Photography,8.29,50000,0.99,Adults only 18+,21864,251,6,0,0,4.2
Parenting,119.75,500,0.0,Adults only 18+,38850,725,2,0,1,3.8
Events,78.41,1000,1.99,Adults only 18+,1751,723,5,1,0,4.1
Tools,178.06,100000,0.0,Teen,5660,410,5,1,1,4.2
House & Home,61.09,1000,0.0,Mature 17+,33227,675,6,1,1,4.2
Video Players,86.98,1000,0.0,Adults only 18+,7635,319,7,0,1,4.0
Libraries & Demo,106.05,10000,0.0,Mature 17+,9199,388,5,1,1,4.2
Entertainment,55.33,1000,2.99,Teen,16517,85,6,1,0,4.2
Weather,181.79,1000,0.0,Teen,2837,515,8,1,1,4.2
Auto & Vehicles,93.44,10000000,0.0,Everyone 10+,46444,5,2,0,1,4.8
Photography,85.41,10000,0.0,Everyone 10+,18218,235,5,1,1,4.2
Personalization,170.1,10000,0.0,Adults only 18+,2112,413,8,0,1,4.1
Auto & Vehicles,63.08,50000000,0.0,Mature 17+,1413,375,7,1,1,4.5
Video Players,163.68,1000000,9.99,Teen,32792,275,6,0,0,4.5
Shopping,25.33,100,0.0,Everyone,13863,371,6,0,1,3.9
Tools,37.37,100,0.0,Everyone 10+,472,532,2,1,1,3.5
